std_smiles,std_relation,VDss (L/kg),inchi_key
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],=,0.09,YPBATNHYBCGSSN-ZOMKSWQUSA-M
C[C@@H]1O[C@@H]1P(=O)(O)O,=,0.32,YMDXZJFXQJVXBF-STHAYSLISA-N
CC12Cc3cn[nH]c3C(O)C1CCC1C2CCC2(C)C1CC(O)C2(C)O,=,0.3,BRYNGAICAJXOCY-UHFFFAOYSA-N
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,=,3.6,XPSQPHWEGNHMSK-UHFFFAOYSA-N
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,=,0.19,OTGJPAOGHQFBMI-UHFFFAOYSA-N
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,=,3.8,FEBOTPHFXYHVPL-UHFFFAOYSA-N
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,=,0.11,ONUMZHGUFYIKPM-MXNFEBESSA-N
CC1CN([C@H]2C=C[C@@H](CO)O2)C(=O)NC1=O,=,0.67,ONAKHYDTKMSIOT-ZHFSPANRSA-N
CNC1C(O)C([NH2+]C)C2OC3(O)C(=O)CC(C)OC3OC2C1O,=,0.13,UNFWWIHTNXNPBV-UHFFFAOYSA-O
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,=,1.9,HPJKCIUCZWXJDR-UHFFFAOYSA-N
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,1.6,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.32,RJQXTJLFIWVMTO-TYNCELHUSA-N
CC(C)NCC(O)c1ccc(O)c(O)c1,=,1.5,JWZZKOKVBUJMES-UHFFFAOYSA-N
CC(=O)OC1C=C2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2CC1N1CCCCC1,=,0.3,KWOOLCGQPWNCEE-UHFFFAOYSA-N
CCOC(=O)NC1CC2CCC1C2,=,0.74,BEEMRXRYLIWEJL-UHFFFAOYSA-N
O=C(O)CC(=O)c1ccc(F)cc1,=,0.76,WSWKUJUQMXOEQK-UHFFFAOYSA-N
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,=,3.9,JIVPVXMEBJLZRO-UHFFFAOYSA-N
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,=,0.94,WIIZWVCIJKGZOK-RKDXNWHRSA-N
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,=,1.5,BIIVYFLTOXDAOV-PXAZEXFGSA-N
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.94,YOSHYTLCDANDAN-UHFFFAOYSA-N
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,=,0.1,YXSLJKQTIDHPOT-UHFFFAOYSA-N
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)[O-])O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,=,15.0,FIHJKUPKCHIPAT-AHIGJZGOSA-M
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,=,2.2,BCEHBSKCWLPMDN-MGPLVRAMSA-N
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,=,0.17,UJEWTUDSLQGTOA-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,=,0.12,JUZNIMUFDBIJCM-IXADOMCXSA-N
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,=,0.12,JLRGJRBPOGGCBT-UHFFFAOYSA-N
CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,=,0.054000000000000006,XDZKBRJLTGRPSS-BRJLIKDPSA-N
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,=,0.27,ILVYCEVXHALBSC-XBCOOEMPSA-N
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@@H]3C45CCN4CC=C[C@@](CC)([C@H](OC(C)=O)[C@]3(O)C(=O)OC)[C@H]45)C2)C1,=,28.0,OGWKCGZFUXNPDA-HAVDPRAOSA-N
C[C@H](N)Cc1ccccc1,=,6.1,KWTSXDURSIMDCE-QMMMGPOBSA-N
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,=,1.5,XWTYSIMOBUGWOL-UHFFFAOYSA-N
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,=,1.1,JSWZEAMFRNKZNL-UHFFFAOYSA-N
C[C@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,=,0.55,BMKDZUISNHGIBY-SSDOTTSWSA-N
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,=,1.9,PPTYJKAXVCCBDU-UHFFFAOYSA-N
CN(C)Cc1nc(CSCCN(C)/C(N)=C/[N+](=O)[O-])cs1,=,1.0,NRFDOJHZMQJSKN-IZZDOVSWSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1,=,5.5,MRSJBSHLMOBYSH-UHFFFAOYSA-N
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,=,0.19,UWYHMGVUTGAWSP-XLGXCUCASA-M
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,=,5.3,RMMXLENWKUUMAY-UHFFFAOYSA-N
CC(C)C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,=,0.23,UIRKNQLZZXALBI-OVOJGICBSA-N
CN(C)CCC=C1c2ccccc2CCc2ccccc21,=,8.7,KRMDCWKBEZIMAB-UHFFFAOYSA-N
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,=,0.45,AKPLHCDWDRPJGD-UHFFFAOYSA-N
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,=,0.4,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
CN(C)NN=C1N=CN=C1C(N)=O,=,1.2,OMJKFYKNWZZKTK-UHFFFAOYSA-N
O=P1(NCCCl)OCCCN1CCCl,=,0.62,HOMGKSMUEGBAAB-UHFFFAOYSA-N
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,=,2.2,FUXVKZWTXQUGMW-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(N)cc1,=,2.2,REQCZEXYDRLIBE-UHFFFAOYSA-N
Nc1nc(NC2CC2)c2ncn([C@H]3CC[C@@H](CO)C3)c2n1,=,0.84,TYPRESGPNUCUCA-SCZZXKLOSA-N
C#Cc1cc2c(cc1OS(=O)(=O)O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,=,2.3,FJSQDVSTMCDMAQ-SSGANFLRSA-N
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,=,1.3,HUNXMJYCHXQEGX-UHFFFAOYSA-N
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,=,7.4,VHVPQPYKVGDNFY-AVQIMAJZSA-N
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,=,0.99,COKMIXFXJJXBQG-UHFFFAOYSA-N
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,=,1.7,UZHSEJADLWPNLE-GRGSLBFTSA-N
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,=,12.0,KKZJGLLVHKMTCM-UHFFFAOYSA-N
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,=,0.15,OELFLUMRDSZNSF-UHFFFAOYSA-N
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,=,0.73,IENZQIKPVFGBNW-UHFFFAOYSA-N
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,=,2.6,HXGBXQDTNZMWGS-RUZDIDTESA-N
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,=,0.75,UMSGKTJDUHERQW-UHFFFAOYSA-N
COC(C)CC(C)OC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1,=,1.1,TXFXHUMTAPZAMP-UHFFFAOYSA-N
CC(CS)C(=O)N1CCC[C@@H]1C(=O)O,=,0.75,FAKRSMQSSFJEIM-COBSHVIPSA-N
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@H]2O,=,1.2,VOXZDWNPVJITMN-ILOCAZANSA-N
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,=,1.7,WTDRDQBEARUVNC-LURJTMIESA-N
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,=,0.29,GJPICJJJRGTNOD-UHFFFAOYSA-N
O=C(Oc1ccc(F)cc1)c1ccc(Cl)cc1,=,13.0,QFOOQWZABMLXPS-UHFFFAOYSA-N
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,=,0.28,XQZXYNRDCRIARQ-UHFFFAOYSA-N
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,=,0.15,JFPVXVDWJQMJEE-QMTHXVAHSA-N
[2H]c1c([2H])c([2H])c(C(=O)c2ccc3n2CCC3C(=O)O)c([2H])c1[2H],=,0.11,OZWKMVRBQXNZKK-RALIUCGRSA-N
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,=,7.9,MPQWSYJGFLADEW-UHFFFAOYSA-N
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,=,0.46,TUZYXOIXSAXUGO-PZAWKZKUSA-N
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,=,0.84,LEBVLXFERQHONN-UHFFFAOYSA-N
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,=,5.6,INJOMKTZOLKMBF-UHFFFAOYSA-N
CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,=,12.0,DXOJIXGRFSHVKA-BZVZGCBYSA-N
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,=,0.38,JYGXADMDTFJGBT-VWUMJDOOSA-N
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,=,700.0,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
CC(=O)OC1[C@@H]([N+]2(C)CCCCC2)C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@@H]([N+]5(C)CCCCC5)C[C@]4(C)[C@H]3CC[C@]12C,=,0.2,GVEAYVLWDAFXET-XUCOTFPHSA-N
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,=,0.26,AVOLMBLBETYQHX-UHFFFAOYSA-N
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@H](C)O)NC4=O)cc3)no2)cc1,=,0.21,PIEUQSKUWLMALL-NFGJWQNFSA-N
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,=,12.0,WSEQXVZVJXJVFP-UHFFFAOYSA-N
CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,=,13.0,MREBEPTUUMTTIA-PCLIKHOPSA-N
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,=,0.21,SGOOQMRIPALTEL-UHFFFAOYSA-N
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,=,0.48,ALFGKMXHOUSVAD-UHFFFAOYSA-N
OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,=,1.3,DIWRORZWFLOCLC-UHFFFAOYSA-N
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,=,0.2,YASAKCUCGLMORW-UHFFFAOYSA-N
O=C(O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N21,=,0.22,HZZVJAQRINQKSD-RNFRBKRXSA-N
CN(CCl)CCOC(c1ccccc1)c1ccc(Br)cc1,=,10.0,PCHAKXPKGKDBNP-UHFFFAOYSA-N
CN(C)CCOC(c1ccccc1)c1ccccc1,=,6.5,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,=,0.11,AXUZQJFHDNNPFG-LHAVAQOQSA-N
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,=,0.04,MDKGKXOCJGEUJW-UHFFFAOYSA-N
COc1cccc([C@]2(O)CCCC[C@H]2CN(C)C)c1,=,2.8,TVYLLZQTGLZFBW-GOEBONIOSA-N
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,=,1.0,XQYZDYMELSJDRZ-UHFFFAOYSA-N
Cc1ncsc1CCCl,=,6.6,PCLITLDOTJTVDJ-UHFFFAOYSA-N
Nc1ncn([C@H]2CC(O)[C@@H](CO)O2)c(=O)n1,=,4.6,XAUDJQYHKZQPEU-YSLANXFLSA-N
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,=,0.52,UVTNFZQICZKOEM-UHFFFAOYSA-N
O=[N+]([O-])O[C@H]1CO[C@H]2[C@H](O)CO[C@@H]12,=,0.86,YWXYYJSYQOXTPL-VANKVMQKSA-N
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,=,12.0,ALOBUEHUHMBRLE-UHFFFAOYSA-N
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,=,1.0,MVWVFYHBGMAFLY-UHFFFAOYSA-N
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,=,0.26,YVPYQUNUQOZFHG-UHFFFAOYSA-N
CC1SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C(C(=O)O)=C1Sc1c[nH]nn1,=,0.22,XWQZHNDELUYAKJ-UHFFFAOYSA-N
O=c1nc[nH]c2[nH]ncc12,=,0.58,OFCNXPDARWKPPY-UHFFFAOYSA-N
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,=,3.0,FVNFBBAOMBJTST-UHFFFAOYSA-N
CN(C)C(=O)Oc1ccc[n+](C)c1,=,1.1,RVOLLAQWKVFTGE-UHFFFAOYSA-N
CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@H](N)c3ccccc3)C2SC1,=,0.21,ZAIPMKNFIOOWCQ-SPJRPDJQSA-N
C=CCc1ccccc1OCC(O)CNC(C)C,=,3.2,PAZJSJFMUHDSTF-UHFFFAOYSA-N
CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)CC(C)(C)SSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,=,6.3,ZXHAQJSRGRIXJY-UHFFFAOYSA-N
COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,=,0.14,YXSLJKQTIDHPOT-LGHDNDGLSA-N
CCOC1(C(C)=O)C=CC(N)=CC1,=,1.4,WQGDZJHNTFMMAG-UHFFFAOYSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,=,0.3,DMJNNHOOLUXYBV-PQTSNVLCSA-N
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,=,2.1,ZDZOTLJHXYCWBA-VCVYQWHSSA-N
Cc1ccnc2c1N=C(N)c1cccnc1N2C1CC1,=,1.3,PMFNBEGRVUUDKX-UHFFFAOYSA-N
CCCNC(C)C(=O)Nc1ccccc1C,=,3.7,MVFGUOIZUNYYSO-UHFFFAOYSA-N
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,=,0.12,MBGGBVCUIVRRBF-UHFFFAOYSA-N
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,=,0.21,RDLPVSKMFDYCOR-UEKVPHQBSA-N
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,=,0.23,DKWNMCUOEDMMIN-PKOBYXMFSA-N
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,=,0.13,DBABZHXKTCFAPX-UHFFFAOYSA-M
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)C2O)n1,=,14.0,IWUCXVSUMQZMFG-UKAPAXSZSA-N
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,=,0.3,ZKSNZYLCOXUJIR-UHFFFAOYSA-N
NC12C[C@H]3C[C@H](C1)C[C@@H](C2)C3,=,6.6,DKNWSYNQZKUICI-LXZMWDSTSA-N
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,=,14.0,PWWVAXIEGOYWEE-UHFFFAOYSA-N
O=c1[nH]c2ccccc2n1CCCCl,=,3.4,GUMPYDGUYXOYML-UHFFFAOYSA-N
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,=,3.3,IXTMWRCNAAVVAI-UHFFFAOYSA-N
Cc1cccc(C)c1OCC(C)N,=,5.9,VLPIATFUUWWMKC-UHFFFAOYSA-N
CN[C@@H]1[C@H](OC2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,=,0.34,UCSJYZPVAKXKNQ-HUOHZKRVSA-N
N[C@@H](Cc1ccccc1)C(=O)O,=,0.48,COLNVLDHVKWLRT-QMMMGPOBSA-N
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,=,3.3,PMATZTZNYRCHOR-CGLBZJNRSA-N
CN1Cc2c(N)cccc2C(c2ccccc2)C1,=,6.0,XXPANQJNYNUNES-UHFFFAOYSA-N
CN(C)[C@@H]1C(=O)/C(=C(/N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,=,1.3,HXPZLYXFFSKHJA-GNCUHUTISA-N
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,=,0.69,JBIWCJUYHHGXTC-AKNGSSGZSA-N
CC(C)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,=,1.7,GIUZMTLJQCHDOJ-UHFFFAOYSA-N
O=c1nccc(NF)[nH]1,=,0.68,OFWYDAWNZVVNRO-UHFFFAOYSA-N
Nc1nc(Cl)nc2c1ncn2[C@H]1CC(O)[C@@H](CO)O1,=,7.7,PTOAARAWEBMLNO-YSLANXFLSA-N
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,=,0.097,HUPFGZXOMWLGNK-UHFFFAOYSA-N
CCOc1ccc2ccccc2c1NC(=O)[C@@H]1C(=O)N2C(C(=O)[O-])C(C)(C)S[C@H]12,=,0.22,PLIGJUHHTJAZTH-WDOBJEIGSA-M
Nc1c2c(nc3ccccc13)CCCC2,=,11.0,YLJREFDVOIBQDA-UHFFFAOYSA-N
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,=,0.22,YREYEVIYCVEVJK-UHFFFAOYSA-N
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,=,1.3,WVPSKSLAZQPAKQ-SOSAQKQKSA-N
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,=,0.25,BTXNYTINYBABQR-UHFFFAOYSA-N
C[C@@H](C=C[C@@H](C)[C@H]1CC[C@H]2C(=CC=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,=,0.41,BPKAHTKRCLCHEA-FOPGHSPUSA-N
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,=,0.77,BXZVVICBKDXVGW-NKWVEPMBSA-N
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,=,1.1,JUUFBMODXQKSTD-UHFFFAOYSA-N
